schemaTuple,visited,timesVisited
serviceaccountupdateaccounterrors,False,0
serviceaccountupdateserviceaccount,False,0
serviceaccountdeleteaccounterrors,False,0
serviceaccountdeleteserviceaccount,False,0
serviceaccountupdateprivatemetaaccounterrors,False,0
serviceaccountupdateprivatemetaserviceaccount,False,0
serviceaccountclearprivatemetaaccounterrors,False,0
serviceaccountclearprivatemetaserviceaccount,False,0
serviceaccounttokencreateauthtoken,False,0
serviceaccounttokencreateaccounterrors,False,0
serviceaccounttokencreateserviceaccounttoken,False,0
serviceaccounttokendeleteaccounterrors,False,0
serviceaccounttokendeleteserviceaccounttoken,False,0
permissiongroupcreatepermissiongrouperrors,False,0
permissiongroupcreategroup,False,0
permissiongrouperrorfield,True,4
permissiongrouperrormessage,False,0
permissiongrouperrorcode,True,4
permissiongrouperrorpermissions,False,0
permissiongrouperrorusers,False,0
permissiongroupupdatepermissiongrouperrors,False,0
permissiongroupupdategroup,False,0
permissiongroupdeletepermissiongrouperrors,False,0
permissiongroupdeletegroup,False,0
